Contig	Domain	Phylum	Class	Order	Family	Genus	Species
k141_249796_length_5268_cov_41.7416	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_250529_length_3042_cov_19.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_251109_length_2641_cov_36.3468	Bacteria	Actinobacteria					
k141_257424_length_4439_cov_27.5649	Bacteria	Actinobacteria	Nitriliruptoria				
k141_259515_length_1328_cov_8.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_263526_length_9340_cov_39.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Ornithinimicrobiaceae		
k141_266365_length_1621_cov_26.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
k141_267284_length_2329_cov_21.7888	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_271259_length_1870_cov_93.4916	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae		
k141_273636_length_1972_cov_31.0000	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae		
k141_277333_length_5049_cov_31.1764	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_28504_length_7055_cov_34.4650	Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae		
k141_293700_length_3490_cov_107.3126	Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae		
k141_297326_length_6872_cov_42.0000	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankineae bacterium MT45		
k141_29909_length_1662_cov_25.0000	Bacteria	Actinobacteria	Nitriliruptoria				
k141_307013_length_2043_cov_16.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_307177_length_4977_cov_34.9187	Bacteria	Actinobacteria	Actinomycetia				
k141_314527_length_2742_cov_46.3280	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae		
k141_317573_length_6491_cov_46.7313	Bacteria	Actinobacteria	Nitriliruptoria				
k141_321928_length_5978_cov_70.2315	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_325102_length_2474_cov_55.0000	Bacteria	Actinobacteria	Actinomycetia	Jiangellales	Jiangellaceae		
k141_353662_length_1641_cov_24.0000	Bacteria	Actinobacteria					
k141_357591_length_2740_cov_34.0000	Bacteria	Actinobacteria					
k141_359823_length_2631_cov_15.0000	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae		
k141_364959_length_1235_cov_39.0219	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
k141_368365_length_2397_cov_17.0000	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae		
k141_372068_length_11920_cov_55.1827	Bacteria	Actinobacteria					
k141_37545_length_11733_cov_25.0084	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae		
k141_377236_length_1004_cov_15.0000	Bacteria	Actinobacteria	Actinobacteria bacterium IMCC26103				
k141_381689_length_1386_cov_73.0064	Bacteria	Actinobacteria	Actinomycetia				
k141_390669_length_11529_cov_214.9227	Bacteria	Actinobacteria					
k141_397029_length_2171_cov_37.9675	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae		
k141_399225_length_5568_cov_52.8445	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae		
k141_403593_length_2175_cov_49.9794	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae		
k141_413053_length_3645_cov_74.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_419490_length_2809_cov_95.5334	Bacteria	Actinobacteria	Actinomycetia				
k141_41953_length_9203_cov_48.6217	Bacteria	Actinobacteria	Nitriliruptoria				
k141_429862_length_9207_cov_31.3462	Bacteria	Actinobacteria					
k141_429962_length_4316_cov_31.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_434824_length_1547_cov_63.7312	Bacteria	Actinobacteria					
k141_43699_length_1571_cov_46.5594	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae		
k141_439812_length_1565_cov_84.3968	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae		
k141_445967_length_2789_cov_19.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_450174_length_3806_cov_25.0000	Bacteria	Actinobacteria	Nitriliruptoria	Egicoccales	Egicoccaceae		
k141_460019_length_2775_cov_37.6910	Bacteria	Actinobacteria					
k141_46565_length_5637_cov_89.6479	Bacteria	Actinobacteria	Actinomycetia				
k141_467781_length_3357_cov_44.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_4727_length_1692_cov_10.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_481026_length_7115_cov_31.9191	Bacteria	Actinobacteria	Nitriliruptoria				
k141_482218_length_2944_cov_38.1602	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae		
k141_490525_length_4204_cov_79.8048	Bacteria	Actinobacteria	Actinomycetia				
k141_505316_length_3958_cov_20.0000	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Baekduiaceae		
k141_507283_length_4969_cov_35.3507	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae		
k141_507881_length_3738_cov_26.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_516763_length_2913_cov_51.3994	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae		
k141_521367_length_6996_cov_55.8849	Bacteria	Actinobacteria					
k141_524160_length_3431_cov_69.8708	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_525509_length_2660_cov_85.0615	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
k141_526611_length_12484_cov_61.3196	Bacteria	Actinobacteria	Actinomycetia				
k141_529401_length_3820_cov_77.4265	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae		
k141_546434_length_2313_cov_67.3333	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae		
k141_549542_length_1721_cov_8.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Intrasporangiaceae		
k141_560635_length_4692_cov_24.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_56361_length_2534_cov_19.3723	Bacteria	Actinobacteria					
k141_570690_length_1714_cov_33.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_573253_length_7860_cov_43.3214	Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae		
k141_573396_length_7177_cov_128.9223	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_583587_length_1978_cov_67.0000	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae		
k141_588196_length_3014_cov_73.0947	Bacteria	Actinobacteria	Actinomycetia				
k141_589905_length_10284_cov_43.5771	Bacteria	Actinobacteria	Actinomycetia				
k141_590449_length_1564_cov_68.0000	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae		
k141_597692_length_7666_cov_26.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_605192_length_4363_cov_24.0000	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae		
k141_607412_length_3879_cov_95.7234	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
k141_609136_length_2556_cov_23.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_614239_length_1535_cov_39.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_62703_length_1721_cov_63.3019	Bacteria	Actinobacteria	Actinomycetia	Jiangellales	Jiangellaceae		
k141_630840_length_1908_cov_45.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_636673_length_2110_cov_54.2519	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales			
k141_651096_length_15807_cov_45.6591	Bacteria	Actinobacteria					
k141_657733_length_2837_cov_49.7478	Bacteria	Actinobacteria	Actinomycetia				
k141_666607_length_2044_cov_114.6926	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_669626_length_3482_cov_7.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae		
k141_679921_length_2398_cov_35.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_68062_length_4131_cov_86.7699	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_684504_length_1870_cov_31.6669	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae		
k141_687322_length_4198_cov_39.3271	Bacteria	Actinobacteria	Actinomycetia				
k141_689597_length_3777_cov_27.0000	Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae		
k141_691085_length_1992_cov_29.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_692998_length_5276_cov_21.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
k141_701861_length_3097_cov_31.8112	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae		
k141_704215_length_3389_cov_192.6281	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae		
k141_709242_length_28923_cov_40.5294	Bacteria	Actinobacteria	Actinomycetia				
k141_710653_length_1565_cov_88.3806	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales			
k141_712778_length_37993_cov_69.6721	Bacteria	Actinobacteria					
k141_714285_length_1703_cov_25.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_716745_length_6747_cov_89.1408	Bacteria	Actinobacteria	Actinomycetia				
k141_723871_length_3215_cov_54.1132	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_729436_length_2517_cov_70.8767	Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae		
k141_73158_length_2024_cov_45.9326	Bacteria	Actinobacteria					
k141_73437_length_1676_cov_82.8241	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae		
k141_737039_length_5975_cov_71.4856	Bacteria	Actinobacteria					
k141_738923_length_2049_cov_35.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_748150_length_1304_cov_60.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
k141_750666_length_3302_cov_42.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_755867_length_4699_cov_59.2609	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
k141_756216_length_2222_cov_28.8885	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae		
k141_770573_length_4166_cov_6.0000	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae		
k141_772370_length_1514_cov_28.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_777477_length_2006_cov_25.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales			
k141_782754_length_4357_cov_50.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
k141_797906_length_2448_cov_33.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_79940_length_2160_cov_43.6850	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae		
k141_804259_length_2538_cov_28.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_807813_length_2243_cov_39.0000	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae		
k141_812135_length_4256_cov_18.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_81343_length_4727_cov_46.3306	Bacteria	Actinobacteria	Nitriliruptoria	Egicoccales	Egicoccaceae		
k141_828462_length_2383_cov_23.0000	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Nocardioidaceae		
k141_833968_length_5611_cov_57.8536	Bacteria	Actinobacteria					
k141_841063_length_10143_cov_58.0000	Bacteria	Actinobacteria					
k141_843111_length_1997_cov_53.3718	Bacteria	Actinobacteria	Actinomycetia				
k141_844121_length_3304_cov_51.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_847430_length_12897_cov_55.0092	Bacteria	Actinobacteria	Actinomycetia				
k141_847661_length_2829_cov_26.0000	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae		
k141_849093_length_2423_cov_49.4522	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae		
k141_849855_length_2451_cov_94.1593	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Ornithinimicrobiaceae		
k141_85443_length_20688_cov_45.5963	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae		
k141_85759_length_2270_cov_11.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_865333_length_1966_cov_86.9074	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_866712_length_6342_cov_57.6642	Bacteria	Actinobacteria					
k141_871443_length_9096_cov_37.6384	Bacteria	Actinobacteria	Actinomycetia				
k141_872174_length_3358_cov_38.0000	Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae	Egibacter	Egibacter rhizosphaerae
k141_875252_length_3461_cov_43.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_875741_length_1926_cov_289.2936	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae		
k141_876739_length_2684_cov_16.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_881566_length_1686_cov_48.0000	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
k141_903804_length_1607_cov_23.3772	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
k141_908026_length_6829_cov_38.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_90964_length_1631_cov_21.5416	Bacteria	Actinobacteria	Actinomycetia				
k141_91179_length_7101_cov_29.1335	Bacteria	Actinobacteria					
k141_912696_length_2228_cov_10.0000	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae		
k141_915357_length_6407_cov_32.6187	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae		
k141_9201_length_3205_cov_77.2735	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae		
k141_932470_length_4545_cov_71.2834	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
k141_940627_length_3163_cov_25.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_943358_length_3968_cov_91.8132	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_945625_length_7950_cov_31.8573	Bacteria	Actinobacteria	Actinomycetia				
k141_946329_length_1700_cov_31.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_952624_length_3554_cov_25.8714	Bacteria	Actinobacteria	Actinomycetia				
k141_953470_length_3365_cov_42.0000	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_953766_length_8783_cov_32.4336	Bacteria	Actinobacteria					
k141_953923_length_1831_cov_120.0876	Bacteria	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae		
k141_954511_length_5788_cov_21.7471	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae		
k141_961017_length_6056_cov_98.3192	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
k141_963773_length_3244_cov_51.5437	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_968447_length_4878_cov_18.0000	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
k141_985772_length_2441_cov_16.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_986868_length_1512_cov_74.0613	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae		
k141_987703_length_2404_cov_16.0000	Bacteria	Actinobacteria	Actinomycetia				
k141_989704_length_4028_cov_66.4685	Bacteria	Actinobacteria	Actinomycetia				
k141_990016_length_3259_cov_28.2829	Bacteria	Actinobacteria					
k141_990960_length_1967_cov_34.3198	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae		
NODE_10093_length_3842_cov_20.187219	Bacteria	Actinobacteria					
NODE_10371_length_4097_cov_10.249134	Bacteria	Actinobacteria	Actinomycetia				
NODE_10407_length_3793_cov_3.526485	Bacteria	Actinobacteria	Actinomycetia				
NODE_10483_length_3491_cov_5.659488	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Tsukamurellaceae		
NODE_10564_length_3114_cov_7.486107	Bacteria	Actinobacteria	Actinomycetia				
NODE_10639_length_3101_cov_7.096848	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae		
NODE_10666_length_3462_cov_5.182859	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae		
NODE_10900_length_3670_cov_3.760443	Bacteria	Actinobacteria	Actinomycetia	Actinopolysporales	Actinopolysporaceae		
NODE_11076_length_3032_cov_7.262345	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Baekduiaceae		
NODE_11158_length_3908_cov_7.772385	Bacteria	Actinobacteria	Actinomycetia	Jiangellales	Jiangellaceae		
NODE_11181_length_3611_cov_22.835489	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae		
NODE_11275_length_2996_cov_6.729004	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
NODE_11521_length_3310_cov_4.560676	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae		
NODE_11656_length_3770_cov_13.275908	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_11828_length_3255_cov_5.358750	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_11976_length_3110_cov_44.207529	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
NODE_12005_length_2510_cov_7.662322	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_12109_length_3431_cov_20.365521	Bacteria	Actinobacteria	Actinomycetia				
NODE_12831_length_2765_cov_7.078229	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_1291_length_10595_cov_5.630930	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_12941_length_3508_cov_13.090646	Bacteria	Actinobacteria	Actinomycetia				
NODE_12987_length_3235_cov_3.404088	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_13382_length_3057_cov_10.172219	Bacteria	Actinobacteria	Actinomycetia				
NODE_13385_length_2865_cov_39.758363	Bacteria	Actinobacteria					
NODE_1339_length_14000_cov_43.759914	Bacteria	Actinobacteria					
NODE_13561_length_2670_cov_7.350669	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
NODE_13708_length_3120_cov_3.431321	Bacteria	Actinobacteria	Actinomycetia				
NODE_13794_length_3358_cov_7.613382	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_13996_length_2975_cov_10.438699	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae		
NODE_14035_length_3121_cov_4.208089	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae		
NODE_1413_length_13550_cov_40.150500	Bacteria	Actinobacteria					
NODE_14481_length_2899_cov_4.323136	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Promicromonosporaceae		
NODE_14570_length_2684_cov_39.187143	Bacteria	Actinobacteria	Nitriliruptoria	Egibacterales	Egibacteraceae		
NODE_14631_length_3219_cov_11.618837	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
NODE_1478_length_13156_cov_41.721014	Bacteria	Actinobacteria	Nitriliruptoria				
NODE_1494_length_13088_cov_43.167038	Bacteria	Actinobacteria					
NODE_15076_length_2979_cov_34.763338	Bacteria	Actinobacteria	Actinomycetia				
NODE_15087_length_3147_cov_69.769082	Bacteria	Actinobacteria	Actinomycetia				
NODE_1525_length_12651_cov_22.955700	Bacteria	Actinobacteria	Actinomycetia	Micromonosporales	Micromonosporaceae		
NODE_15310_length_3114_cov_6.692056	Bacteria	Actinobacteria	Actinomycetia				
NODE_15379_length_2580_cov_30.451485	Bacteria	Actinobacteria	Actinomycetia				
NODE_15683_length_3059_cov_11.908788	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae		
NODE_15780_length_2761_cov_9.166667	Bacteria	Actinobacteria	Actinomycetia	Jiangellales	Jiangellaceae		
