KO_ID	Function Name	AL1	AL3	AL4	CH1	CH2	CH3	SG1	SG2	SG3	SG4	SG5	SGT1	SGT2	SGT3	YG1	YG2	YG3
K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	12	12	6	9	6	1	2	9	2	6	4	3	17	11	14	6	8
K00370	nitrate reductase alpha subunit [EC:1.7.99.4]	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0
K00371	nitrate reductase beta subunit [EC:1.7.99.4]	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00372	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.4]	6	8	11	9	9	9	6	6	6	12	12	4	12	15	8	7	8
K00375	GntR family transcriptional regulator / MocR family aminotransferase	2	4	3	4	4	3	4	4	3	5	8	4	4	7	4	5	1
K00376	nitrous-oxide reductase [EC:1.7.2.4]	3	4	0	1	1	0	2	0	0	2	1	1	4	3	3	2	1
K00380	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	0	2	1	4	2	0	1	1	0	2	2	4	3	2	2	0	0
K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	0	4	2	3	2	0	0	2	1	2	1	2	2	1	2	1	0
K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	83	112	136	105	88	45	85	100	45	102	92	69	104	100	148	88	82
K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	10	8	10	9	5	4	8	8	5	10	7	10	8	5	11	7	7
K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	65	83	101	102	64	36	60	75	33	76	81	54	86	69	100	66	61
K00389	putative membrane protein	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]	24	41	42	46	27	14	27	38	15	35	36	26	37	33	46	26	18
K00392	sulfite reductase (ferredoxin) [EC:1.8.7.1]	5	5	6	4	4	2	4	5	4	6	6	4	6	3	6	4	5
K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]	1	2	1	4	1	0	1	2	0	1	2	3	3	3	2	2	1
K00412	ubiquinol-cytochrome c reductase cytochrome b subunit	2	1	2	3	1	1	3	3	1	3	4	1	3	2	3	2	0
K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit	1	2	1	3	1	0	1	2	1	2	1	2	3	0	2	1	1
K00417	ubiquinol-cytochrome c reductase subunit 7	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	2
K00422	polyphenol oxidase [EC:1.10.3.1]	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K00425	cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.-]	0	0	2	5	3	2	3	3	1	4	3	5	4	2	1	4	0
K00426	cytochrome d ubiquinol oxidase subunit II [EC:1.10.3.-]	1	0	3	3	3	0	3	4	0	3	5	3	2	3	2	4	0
K00428	cytochrome c peroxidase [EC:1.11.1.5]	0	0	0	2	0	1	1	2	0	1	2	3	1	1	1	1	0
K00432	glutathione peroxidase [EC:1.11.1.9]	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
K00433	non-heme chloroperoxidase [EC:1.11.1.10]	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
K00434	L-ascorbate peroxidase [EC:1.11.1.11]	1	1	1	2	1	0	1	1	0	2	1	1	1	2	2	2	1
K00435	peroxiredoxin [EC:1.11.1.-]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K00441	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]	9	14	11	14	15	4	13	14	5	16	13	7	17	14	13	15	11
K00446	catechol 2,3-dioxygenase [EC:1.13.11.2]	4	10	13	10	6	0	6	8	3	6	12	4	12	9	13	6	7
K00449	protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	0	1	1	3	0	1	1	2	1	1	1	1	3	2	1	2	0
K00450	gentisate 1,2-dioxygenase [EC:1.13.11.4]	4	5	10	3	4	0	2	7	4	5	8	4	5	5	6	2	7
K00451	homogentisate 1,2-dioxygenase [EC:1.13.11.5]	5	4	3	4	3	0	3	6	2	8	4	4	2	3	6	3	7
K00452	3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]	0	1	1	3	0	0	2	1	0	1	2	0	1	2	0	2	1
K00453	tryptophan 2,3-dioxygenase [EC:1.13.11.11]	1	0	1	2	0	1	0	1	0	1	0	2	0	0	1	0	1
K00457	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	9	9	12	14	10	7	13	14	7	15	13	13	14	10	14	13	12
K00459	nitronate monooxygenase [EC:1.13.12.16]	7	8	15	14	8	5	3	7	5	6	4	6	7	8	13	6	6
K00463	indoleamine 2,3-dioxygenase [EC:1.13.11.52]	2	6	4	3	5	2	4	4	4	7	3	2	4	3	6	5	1
K00464	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K00467	lactate 2-monooxygenase [EC:1.13.12.4]	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
K00471	gamma-butyrobetaine dioxygenase [EC:1.14.11.1]	1	2	3	3	3	0	2	3	0	4	3	1	0	2	2	2	1
K00472	prolyl 4-hydroxylase [EC:1.14.11.2]	3	3	2	3	0	0	1	3	3	3	2	3	2	2	3	3	3
K00477	phytanoyl-CoA hydroxylase [EC:1.14.11.18]	1	3	2	4	1	4	2	2	1	2	4	3	4	2	3	2	2
K00481	p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
K00483	4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	3	2	2	3	2	2	3	3	1	3	4	1	3	3	2	2	4
K00485	dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]	1	0	1	1	1	1	0	0	1	2	2	1	1	0	0	1	0
K00486	kynurenine 3-monooxygenase [EC:1.14.13.9]	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
K00491	nitric-oxide synthase, bacterial [EC:1.14.13.165]	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0
K00493	unspecific monooxygenase [EC:1.14.14.1]	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
K00496	alkane 1-monooxygenase [EC:1.14.15.3]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K00499	choline monooxygenase [EC:1.14.15.7]	0	4	3	6	4	3	1	3	1	2	3	6	2	5	4	3	2
K00500	phenylalanine-4-hydroxylase [EC:1.14.16.1]	3	6	7	9	5	4	6	5	3	6	7	7	6	6	8	7	3
K00505	tyrosinase [EC:1.14.18.1]	0	0	0	2	0	0	1	2	0	0	1	0	1	0	1	1	0
K00507	stearoyl-CoA desaturase (delta-9 desaturase) [EC:1.14.19.1]	5	9	9	16	8	7	7	11	5	11	8	8	6	9	9	10	7
K00508	linoleoyl-CoA desaturase [EC:1.14.19.3]	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0
K00510	heme oxygenase (biliverdin-producing) [EC:1.14.14.18]	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2
K00511	squalene monooxygenase [EC:1.14.14.17]	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K00514	zeta-carotene desaturase [EC:1.3.5.6]	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1
K00515	beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]	8	9	13	11	14	5	12	7	9	10	14	11	15	14	11	12	10
K00517	E1.14.-.-	8	9	11	7	8	7	8	9	5	8	8	5	7	6	11	8	8
K00518	nickel superoxide dismutase [EC:1.15.1.1]	2	2	3	1	2	2	2	2	1	2	1	1	2	1	2	1	4
K00520	mercuric reductase [EC:1.16.1.1]	14	14	17	12	14	5	7	11	6	9	8	11	8	8	22	9	11
K00522	ferritin heavy chain [EC:1.16.3.2]	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
K00523	CDP-4-dehydro-6-deoxyglucose reductase [EC:1.17.1.1]	3	3	2	3	2	0	1	2	3	3	3	2	2	2	2	3	1
K00524	ribonucleotide reductase, class II [EC:1.17.4.1]	0	1	0	1	1	0	0	2	0	0	2	2	4	0	1	2	0
K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	45	76	86	82	61	35	58	67	27	86	78	53	85	90	106	70	48
K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	17	29	39	24	21	11	21	30	16	40	29	19	31	30	55	25	23
K00528	ferredoxin--NADP+ reductase [EC:1.18.1.2]	3	9	7	9	5	4	8	6	4	7	7	7	8	6	7	7	4
K00529	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase subunit [EC:1.18.1.3]	17	17	23	18	15	12	10	16	5	21	14	10	18	13	26	17	16
K00537	arsenate reductase [EC:1.20.4.1]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
K00540	E1.-.-.-	47	63	58	54	41	13	35	47	18	57	53	28	42	45	70	45	40
K00544	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0
K00547	homocysteine S-methyltransferase [EC:2.1.1.10]	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0
K00548	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	5	11	9	16	9	4	9	12	5	13	11	8	5	9	12	10	7
K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	65	92	97	98	66	34	72	62	38	88	76	54	91	87	107	59	55
K00550	methylene-fatty-acyl-phospholipid synthase [EC:2.1.1.16]	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	0	0
K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	5	12	11	16	11	7	13	13	6	12	10	13	12	10	11	10	6
K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	26	32	34	34	31	16	28	27	14	35	34	16	45	33	40	32	24
K00556	tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	4	8	7	11	5	4	8	7	5	12	8	8	7	7	7	7	5
K00557	tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1
K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	23	31	44	39	27	10	32	35	17	28	42	35	36	44	33	31	26
K00559	sterol 24-C-methyltransferase [EC:2.1.1.41]	1	2	2	2	0	0	1	2	0	3	4	4	2	2	2	4	2
K00560	thymidylate synthase [EC:2.1.1.45]	6	17	17	39	19	7	27	23	17	32	33	14	38	29	26	31	14
K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	11	17	20	8	15	2	10	15	11	15	11	4	10	12	14	9	14
K00565	mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
K00566	tRNA-specific 2-thiouridylase [EC:2.8.1.-]	9	16	15	20	16	6	16	11	10	17	14	15	23	16	20	18	11
K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	28	35	44	37	27	10	28	34	11	34	33	17	35	34	44	21	28
K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	3	6	6	6	6	1	4	4	1	6	5	4	5	8	7	2	1
K00569	thiopurine S-methyltransferase [EC:2.1.1.67]	1	1	0	3	0	0	1	1	1	1	1	1	1	1	0	1	1
K00570	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	1	4	2	6	3	0	1	4	2	5	3	4	3	3	4	2	2
K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	24	23	29	28	29	4	22	26	6	22	22	18	22	23	36	13	16
K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	50	70	83	85	67	27	69	66	24	80	73	47	89	74	90	63	48
K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	5	11	13	24	10	4	14	13	8	17	12	17	21	20	14	11	7
K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	13	16	16	12	12	5	9	13	4	14	13	8	10	13	18	10	8
K00584	tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	0	0	1	2	0	0	1	3	1	1	2	1	2	1	0	2	2
K00586	diphthine synthase [EC:2.1.1.98]	23	22	32	35	24	13	22	27	13	23	27	16	30	28	36	25	18
K00588	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]	5	11	9	10	6	9	11	10	5	9	8	10	8	8	8	9	8
K00590	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	5	8	9	10	11	4	9	13	7	10	17	14	8	11	13	6	3
K00592	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase [EC:2.1.1.127]	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K00595	precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]	3	5	3	5	4	4	3	5	3	4	5	3	3	3	5	3	3
K00598	trans-aconitate 2-methyltransferase [EC:2.1.1.144]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K00599	methyltransferase-like protein 6 [EC:2.1.1.-]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	46	55	73	59	48	23	48	55	24	63	54	42	50	64	70	54	46
K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	33	48	53	58	40	23	39	40	22	48	47	34	57	46	58	41	38
K00603	glutamate formiminotransferase [EC:2.1.2.5]	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	22	23	30	39	20	14	22	26	18	35	32	26	26	22	28	32	18
K00605	aminomethyltransferase [EC:2.1.2.10]	77	115	135	137	104	45	90	112	54	112	117	73	123	109	128	92	79
K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	30	43	54	51	39	19	34	40	25	44	45	27	49	35	58	38	33
K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	27	36	42	43	30	17	30	30	16	41	37	28	43	41	52	30	30
K00610	aspartate carbamoyltransferase regulatory subunit	17	25	28	26	18	8	16	20	9	25	23	14	29	25	33	18	20
K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	23	34	33	31	31	9	24	27	13	30	34	16	35	29	37	37	24
K00612	carbamoyltransferase [EC:2.1.3.-]	9	15	19	23	8	6	14	9	8	15	26	18	25	15	13	17	9
K00615	transketolase [EC:2.2.1.1]	16	23	24	34	23	17	23	23	13	36	24	30	37	32	22	24	20
K00616	transaldolase [EC:2.2.1.2]	6	11	11	15	6	8	7	10	5	12	12	10	10	12	11	10	7
K00619	amino-acid N-acetyltransferase [EC:2.3.1.1]	28	37	43	32	28	18	32	29	9	31	30	26	34	27	38	29	25
K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	4	6	6	9	6	3	4	8	5	9	5	5	6	6	9	6	8
K00621	glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K00625	phosphate acetyltransferase [EC:2.3.1.8]	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	87	133	193	156	122	58	136	152	65	169	152	87	156	168	174	119	127
K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	49	77	82	80	53	23	56	59	35	71	72	58	72	72	70	53	57
K00630	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0
K00632	acetyl-CoA acyltransferase [EC:2.3.1.16]	49	70	81	79	57	29	55	68	33	75	71	45	69	68	89	57	56
K00633	galactoside O-acetyltransferase [EC:2.3.1.18]	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0
K00635	diacylglycerol O-acyltransferase [EC:2.3.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K00639	glycine C-acetyltransferase [EC:2.3.1.29]	4	10	8	10	6	5	9	7	7	6	8	7	13	9	6	9	6
K00640	serine O-acetyltransferase [EC:2.3.1.30]	17	26	27	31	24	11	20	19	16	28	23	19	29	27	29	21	17
K00641	homoserine O-acetyltransferase [EC:2.3.1.31]	24	37	44	39	32	12	37	34	24	33	37	20	35	27	45	31	21
K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	12	16	15	21	12	8	16	15	10	15	12	15	16	12	18	13	11
K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	0	3	1	10	2	0	2	0	1	1	0	3	3	3	2	1	0
K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	16	32	28	30	20	9	16	17	10	20	13	19	14	17	25	18	16
K00652	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	11	14	25	21	15	7	20	15	9	16	17	16	20	15	19	20	14
K00654	serine palmitoyltransferase [EC:2.3.1.50]	3	2	2	2	2	0	2	2	2	2	2	2	2	3	2	2	2
K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	12	22	20	28	16	10	15	25	11	23	16	21	16	19	23	14	16
K00657	diamine N-acetyltransferase [EC:2.3.1.57]	1	2	3	4	2	2	6	2	2	1	5	2	4	2	1	2	1
K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	5	15	14	17	10	6	11	11	10	16	13	12	9	12	11	12	9
K00661	maltose O-acetyltransferase [EC:2.3.1.79]	19	21	31	26	19	9	14	22	8	23	25	9	27	27	37	19	21
K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	10	16	19	16	15	5	8	12	6	11	10	4	12	11	14	8	10
K00663	aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]	2	2	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2
K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]	89	119	136	92	81	37	75	95	38	94	96	63	96	98	140	76	90
K00670	peptide alpha-N-acetyltransferase [EC:2.3.1.88]	3	3	3	4	0	0	2	3	3	3	3	3	3	3	2	3	3
K00671	glycylpeptide N-tetradecanoyltransferase [EC:2.3.1.97]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	2	1	2
K00672	formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0
K00673	arginine N-succinyltransferase [EC:2.3.1.109]	0	0	0	1	0	0	0	1	0	0	1	1	0	1	2	1	0
K00674	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117]	20	40	43	44	28	14	28	25	13	37	29	25	37	39	48	28	25
K00675	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]	9	17	17	16	9	3	7	11	3	12	16	8	13	14	13	9	11
K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	1	3	2	8	2	1	2	5	1	4	3	4	6	3	4	2	1
K00679	phospholipid:diacylglycerol acyltransferase [EC:2.3.1.158]	0	2	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K00680	E2.3.1.-	1	2	6	3	2	1	2	3	1	5	5	3	5	2	4	4	0
K00681	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	42	59	57	58	42	20	45	47	21	45	56	41	54	58	58	46	36
K00684	leucyl/phenylalanyl-tRNA--protein transferase [EC:2.3.2.6]	6	9	11	12	6	7	8	11	6	10	9	8	10	10	12	10	9
K00685	arginine-tRNA-protein transferase [EC:2.3.2.8]	1	1	1	1	0	0	1	1	2	0	1	1	2	1	1	1	1
K00688	starch phosphorylase [EC:2.4.1.1]	2	8	9	16	6	4	6	8	3	6	6	11	8	9	7	9	4
K00690	sucrose phosphorylase [EC:2.4.1.7]	0	0	0	0	0	2	0	0	0	2	2	0	0	3	0	0	0
K00691	maltose phosphorylase [EC:2.4.1.8]	1	2	7	8	4	1	3	2	2	3	4	9	4	6	2	4	1
K00692	levansucrase [EC:2.4.1.10]	8	8	21	17	16	9	17	13	14	21	16	15	22	25	12	15	11
K00693	glycogen(starch) synthase [EC:2.4.1.11]	0	2	0	0	0	0	0	2	0	1	1	1	0	0	2	1	0
K00694	cellulose synthase (UDP-forming) [EC:2.4.1.12]	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
K00695	sucrose synthase [EC:2.4.1.13]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K00696	sucrose-phosphate synthase [EC:2.4.1.14]	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K00697	trehalose 6-phosphate synthase [EC:2.4.1.15]	38	46	53	36	37	14	28	38	17	40	38	28	28	29	53	37	30
K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	6	12	12	17	9	7	11	12	6	11	9	9	11	7	12	8	11
K00703	starch synthase [EC:2.4.1.21]	5	7	9	10	7	5	13	10	7	9	10	9	9	11	8	11	5
K00705	4-alpha-glucanotransferase [EC:2.4.1.25]	8	14	11	16	17	11	20	11	12	17	24	10	23	21	11	15	11
K00712	poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	0	1	0	0	0	0	2	0	0	0	2	3	2	0	0	2	0
K00720	ceramide glucosyltransferase [EC:2.4.1.80]	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	40	53	66	60	40	19	42	55	22	47	52	35	64	47	69	42	38
K00729	dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0
K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	2	5	3	10	3	2	4	4	2	3	3	5	7	3	4	4	2
K00752	hyaluronan synthase [EC:2.4.1.212]	0	0	1	1	1	0	1	1	1	0	1	0	1	1	2	1	0
K00754	E2.4.1.-	14	27	23	33	21	18	27	28	14	29	34	25	32	29	17	25	16
K00756	pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]	5	6	7	7	5	4	5	7	4	7	8	5	7	6	6	7	3
K00757	uridine phosphorylase [EC:2.4.2.3]	38	57	69	65	60	21	54	53	30	55	59	32	65	63	67	48	39
K00758	thymidine phosphorylase [EC:2.4.2.4]	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	36	55	57	45	48	20	34	47	18	38	40	20	53	48	63	34	29
K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	5	7	10	14	10	5	11	12	6	13	11	10	13	9	8	8	7
K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]	23	30	37	34	28	13	29	29	14	32	36	18	32	33	36	23	22
K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	57	64	71	79	54	37	63	65	28	73	82	42	73	74	87	58	50
K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	32	41	52	52	39	16	33	43	21	53	45	29	59	46	57	37	33
K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	33	44	51	57	35	21	36	42	22	46	48	31	47	45	50	34	27
K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	26	37	44	42	31	14	31	36	16	36	43	33	46	35	50	28	28
K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	54	63	65	74	50	25	51	60	27	72	60	40	67	70	71	47	44
K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	23	33	38	35	26	13	27	31	13	29	28	20	28	29	37	24	26
K00768	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	3	6	4	9	4	1	2	5	1	6	4	4	3	9	3	6	2
K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	20	24	23	21	21	11	13	20	7	21	12	12	17	18	23	10	15
K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	2	4	4	8	2	1	4	3	1	3	5	6	3	2	6	6	1
K00777	E2.4.2.-	1	2	1	2	2	0	1	2	1	1	1	1	1	1	4	1	1
K00782	L-lactate dehydrogenase complex protein LldG	19	28	34	33	22	4	16	22	16	25	27	15	21	24	35	20	18
K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	1	0	1	3	1	0	0	2	1	1	2	4	3	3	1	2	1
K00784	ribonuclease Z [EC:3.1.26.11]	35	44	54	54	42	15	43	39	27	55	52	35	47	48	57	43	34
K00786	E2.4.-.-	1	2	1	5	0	1	4	7	0	3	5	4	2	3	2	2	3
K00787	farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	1	1	2	1	0	0	1	1	1	2	1	1	1	1	2	1	2
K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	19	25	25	28	18	13	24	26	12	31	28	21	22	22	29	27	18
K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	28	44	50	47	31	24	41	38	18	46	42	31	55	40	44	36	29
K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	6	11	11	20	11	5	12	11	6	13	10	14	13	12	12	8	8
K00791	tRNA dimethylallyltransferase [EC:2.5.1.75]	5	10	11	16	12	5	16	11	7	18	12	13	16	10	12	10	8
K00793	riboflavin synthase [EC:2.5.1.9]	27	37	48	43	39	14	27	31	12	36	33	19	36	28	48	36	28
K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	34	42	43	42	34	13	38	45	17	35	44	25	45	41	46	34	27
K00796	dihydropteroate synthase [EC:2.5.1.15]	69	98	101	108	90	44	79	77	40	100	96	54	108	109	106	82	71
K00797	spermidine synthase [EC:2.5.1.16]	7	6	8	12	6	3	6	6	6	12	7	8	11	12	6	10	6
K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	25	32	43	37	25	14	29	37	13	37	39	25	34	33	40	36	23
K00799	glutathione S-transferase [EC:2.5.1.18]	5	8	7	9	10	5	5	8	6	9	7	8	14	11	8	9	6
K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	30	50	51	46	34	17	37	41	22	45	47	31	52	45	53	38	31
K00801	farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]	24	26	28	20	18	12	14	18	12	13	16	10	25	20	21	14	13
K00803	alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	10	9	13	17	10	9	8	10	6	16	12	10	18	12	17	7	11
K00805	heptaprenyl diphosphate synthase [EC:2.5.1.30]	3	3	2	2	1	2	1	2	1	2	1	2	2	1	2	1	3
K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]	27	39	38	46	33	21	33	33	17	36	34	25	42	38	43	32	25
K00809	deoxyhypusine synthase [EC:2.5.1.46]	26	30	39	37	28	11	30	35	15	34	36	21	41	31	43	26	30
