KO_ID,Level_a,Level_b,Pathway,Function
K02723,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem II PsbY protein
K02724,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem II PsbZ protein
K08902,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem II Psb27 protein
K08903,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem II 13kDa protein
K08904,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem II Psb28-2 protein
K02689,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I P700 chlorophyll a apoprotein A1
K02690,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I P700 chlorophyll a apoprotein A2
K02691,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit VII
K02692,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit II
K02693,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit IV
K02694,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit III
K08905,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit V
K02695,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit VI
K02696,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit VIII
K02697,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit IX
K02698,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit X
K02699,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit XI
K02700,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit XII
K02701,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit PsaN
K14332,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I subunit PsaO
K02702,Brite hierarchies,Metabolism,Photosynthesis proteins ,photosystem I 4.8kDa protein
K02634,Brite hierarchies,Metabolism,Photosynthesis proteins ,apocytochrome f
K02635,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome b6
K02636,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]
K02637,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome b6-f complex subunit 4
K02640,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome b6-f complex subunit 5
K02642,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome b6-f complex subunit 6
K02643,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome b6-f complex subunit 7
K03689,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome b6-f complex subunit 8
K02638,Brite hierarchies,Metabolism,Photosynthesis proteins ,plastocyanin
K02639,Brite hierarchies,Metabolism,Photosynthesis proteins ,ferredoxin
K02641,Brite hierarchies,Metabolism,Photosynthesis proteins ,ferredoxin--NADP+ reductase [EC:1.18.1.2]
K08906,Brite hierarchies,Metabolism,Photosynthesis proteins ,cytochrome c6
K02092,Brite hierarchies,Metabolism,Photosynthesis proteins ,allophycocyanin alpha subunit
K02093,Brite hierarchies,Metabolism,Photosynthesis proteins ,allophycocyanin beta subunit
K02094,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycobilisome core linker protein
K02095,Brite hierarchies,Metabolism,Photosynthesis proteins ,allophycocyanin-B
K02096,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycobilisome core-membrane linker protein
K02097,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycobilisome core component
K02284,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycocyanin alpha chain
K02285,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycocyanin beta chain
K02286,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycocyanin-associated rod linker protein
K02287,Brite hierarchies,Metabolism,Photosynthesis proteins ,"phycocyanin-associated, rod"
K02288,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycocyanobilin lyase subunit alpha [EC:4.4.1.32]
K02289,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycocyanobilin lyase subunit beta [EC:4.4.1.32]
K20713,Brite hierarchies,Metabolism,Photosynthesis proteins ,R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase [EC:4.4.1.33]
K02290,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycobilisome rod-core linker protein
K02628,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrocyanin alpha chain
K02629,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrocyanin beta chain
K02630,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrocyanin-associated rod linker protein
K02631,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecE [EC:4.4.1.31]
K02632,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecF [EC:4.4.1.31]
K05376,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrin alpha chain
K05377,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrin beta chain
K05378,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrin-associated linker protein
K05379,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrin-associated linker protein
K05380,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrin-associated linker protein
K05381,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrin-associated linker protein
K05382,Brite hierarchies,Metabolism,Photosynthesis proteins ,phycoerythrin-associated linker protein
K05383,Brite hierarchies,Metabolism,Photosynthesis proteins ,CpeT protein
K05384,Brite hierarchies,Metabolism,Photosynthesis proteins ,bilin biosynthesis protein
K05385,Brite hierarchies,Metabolism,Photosynthesis proteins ,bilin biosynthesis protein
K05386,Brite hierarchies,Metabolism,Photosynthesis proteins ,bilin biosynthesis protein
K08907,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex I chlorophyll a/b binding protein 1
K08908,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex I chlorophyll a/b binding protein 2
K08909,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex I chlorophyll a/b binding protein 3
K08910,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex I chlorophyll a/b binding protein 4
K08911,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex I chlorophyll a/b binding protein 5
K08912,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex II chlorophyll a/b binding protein 1
K08913,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex II chlorophyll a/b binding protein 2
K08914,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex II chlorophyll a/b binding protein 3
K08915,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex II chlorophyll a/b binding protein 4
K08916,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex II chlorophyll a/b binding protein 5
K08917,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex II chlorophyll a/b binding protein 6
K14172,Brite hierarchies,Metabolism,Photosynthesis proteins ,light-harvesting complex II chlorophyll a/b binding protein 7
K14454,Brite hierarchies,Signaling and cellular processes,Exosome ,"aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
K00814,Brite hierarchies,Metabolism,Amino acid related enzymes ,alanine transaminase [EC:2.6.1.2]
K14455,Brite hierarchies,Metabolism,Amino acid related enzymes ,"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
K07811,Brite hierarchies,Signaling and cellular processes,Transporters ,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K03532,Brite hierarchies,Signaling and cellular processes,Transporters ,"trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC"
K03533,Brite hierarchies,Signaling and cellular processes,Transporters ,TorA specific chaperone
K07821,Brite hierarchies,Signaling and cellular processes,Transporters ,"trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY"
K07812,Brite hierarchies,Signaling and cellular processes,Transporters ,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K00058,Brite hierarchies,Signaling and cellular processes,Exosome ,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K00831,Brite hierarchies,Metabolism,Amino acid related enzymes ,phosphoserine aminotransferase [EC:2.6.1.52]
K01079,Brite hierarchies,Metabolism,Protein phosphatases and associated proteins ,phosphoserine phosphatase [EC:3.1.3.3]
K02575,Brite hierarchies,Signaling and cellular processes,Transporters ,"MFS transporter, NNP family, nitrate/nitrite transporter"
K15576,Brite hierarchies,Signaling and cellular processes,Transporters ,nitrate/nitrite transport system substrate-binding protein
K15577,Brite hierarchies,Signaling and cellular processes,Transporters ,nitrate/nitrite transport system permease protein
K15578,Brite hierarchies,Signaling and cellular processes,Transporters ,nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]
K15579,Brite hierarchies,Signaling and cellular processes,Transporters ,nitrate/nitrite transport system ATP-binding protein
K00370,Brite hierarchies,Signaling and cellular processes,Transporters ,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]"
K00371,Brite hierarchies,Signaling and cellular processes,Transporters ,"nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]"
K00374,Brite hierarchies,Signaling and cellular processes,Transporters ,nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K15877,Brite hierarchies,Metabolism,Cytochrome P450 ,fungal nitric oxide reductase [EC:1.7.1.14]
K00261,Brite hierarchies,Signaling and cellular processes,Exosome ,glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00265,Brite hierarchies,Metabolism,Peptidases and inhibitors ,glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K01948,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carbamoyl-phosphate synthase (ammonia) [EC:6.3.4.16]
K18245,Brite hierarchies,Signaling and cellular processes,Exosome ,carbonic anhydrase 2 [EC:4.2.1.1]
K18246,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,carbonic anhydrase 4 [EC:4.2.1.1]
K02048,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfate/thiosulfate transport system substrate-binding protein
K23163,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfate/thiosulfate transport system substrate-binding protein
K02046,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfate/thiosulfate transport system permease protein
K02047,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfate/thiosulfate transport system permease protein
K02045,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]
K15551,Brite hierarchies,Signaling and cellular processes,Transporters ,taurine transport system substrate-binding protein
K15552,Brite hierarchies,Signaling and cellular processes,Transporters ,taurine transport system permease protein
K10831,Brite hierarchies,Signaling and cellular processes,Transporters ,taurine transport system ATP-binding protein [EC:7.6.2.7]
K15553,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfonate transport system substrate-binding protein
K15554,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfonate transport system permease protein
K15555,Brite hierarchies,Signaling and cellular processes,Transporters ,sulfonate transport system ATP-binding protein [EC:7.6.2.14]
K01082,Brite hierarchies,Genetic information processing,Transfer RNA biogenesis ,"3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"
K06881,Brite hierarchies,Genetic information processing,DNA repair and recombination proteins ,bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
K17725,Brite hierarchies,Genetic information processing,Mitochondrial biogenesis ,sulfur dioxygenase [EC:1.13.11.18]
K08357,Brite hierarchies,Signaling and cellular processes,Transporters ,tetrathionate reductase subunit A
K08358,Brite hierarchies,Signaling and cellular processes,Transporters ,tetrathionate reductase subunit B
K08359,Brite hierarchies,Signaling and cellular processes,Transporters ,tetrathionate reductase subunit C
K08352,Brite hierarchies,Signaling and cellular processes,Transporters ,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]
K08353,Brite hierarchies,Signaling and cellular processes,Transporters ,thiosulfate reductase electron transport protein
K08354,Brite hierarchies,Signaling and cellular processes,Transporters ,thiosulfate reductase cytochrome b subunit
K17285,Brite hierarchies,Signaling and cellular processes,Exosome ,methanethiol oxidase [EC:1.8.3.4]
K07306,Brite hierarchies,Signaling and cellular processes,Transporters ,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
K07307,Brite hierarchies,Signaling and cellular processes,Transporters ,anaerobic dimethyl sulfoxide reductase subunit B
K07308,Brite hierarchies,Signaling and cellular processes,Transporters ,anaerobic dimethyl sulfoxide reductase subunit C
K00184,Brite hierarchies,Signaling and cellular processes,Transporters ,dimethyl sulfoxide reductase iron-sulfur subunit
K00185,Brite hierarchies,Signaling and cellular processes,Transporters ,dimethyl sulfoxide reductase membrane subunit
K00645,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
K00665,Brite hierarchies,Signaling and cellular processes,Exosome ,"fatty acid synthase, animal type [EC:2.3.1.85]"
K00668,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,"fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]"
K00667,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,"fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]"
K11533,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,"fatty acid synthase, bacteria type [EC:2.3.1.-]"
K00648,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
K18473,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,acetoacetyl-[acyl-carrier protein] synthase [EC:2.3.1.180]
K00647,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]
K09458,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K00059,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K01716,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]
K02372,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K16363,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K00208,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K02371,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
K10780,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]
K18474,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:5.3.3.14]
K10781,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,fatty acyl-ACP thioesterase B [EC:3.1.2.14 3.1.2.21]
K01071,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]
K10782,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,fatty acyl-ACP thioesterase A [EC:3.1.2.14]
K03921,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
K03922,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]
K01897,Brite hierarchies,Signaling and cellular processes,Exosome ,long-chain acyl-CoA synthetase [EC:6.2.1.3]
K15013,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]
K01074,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,palmitoyl-protein thioesterase [EC:3.1.2.22]
K10247,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,elongation of very long chain fatty acids protein 1 [EC:2.3.1.199]
K10205,Brite hierarchies,Metabolism,Lipid biosynthesis proteins ,elongation of very long chain fatty acids protein 2 [EC:2.3.1.199]
